t_epoch_s,dt_ms,hz,x_mm,y_mm,z_mm,rz_deg,ry_deg,rx_deg
956704353.641638,66.664,15.00,-126.932,508.010,223.064,-76.356,0.021,179.999
956704353.708318,66.680,15.00,-131.878,507.456,220.401,-77.314,0.021,179.999
956704353.774976,66.658,15.00,-133.863,510.029,218.215,-77.570,0.021,179.999
956704353.841634,66.658,15.00,-133.253,512.018,217.846,-77.250,0.021,179.999
956704353.908317,66.683,15.00,-130.862,516.705,217.601,-76.217,0.021,179.999
956704353.974978,66.661,15.00,-128.197,520.526,217.902,-75.144,0.021,179.999
956704354.041638,66.660,15.00,-125.560,523.849,218.439,-74.083,0.021,179.999
956704354.108313,66.675,15.00,-123.006,526.844,219.124,-73.022,0.021,179.999
956704354.174971,66.658,15.00,-120.496,529.660,219.925,-71.944,0.021,179.999
956704354.241642,66.671,15.00,-118.079,532.294,220.790,-70.884,0.021,179.999
956704354.308313,66.671,15.00,-115.699,534.832,221.715,-69.824,0.021,179.999
956704354.374973,66.660,15.00,-113.295,537.352,222.699,-68.746,0.021,179.999
956704354.441637,66.664,15.00,-110.952,539.657,223.668,-67.685,0.021,179.999
956704354.508313,66.676,15.00,-108.663,541.468,224.564,-66.645,0.021,179.999
956704354.574976,66.663,15.00,-106.346,542.617,225.367,-65.584,0.021,179.999
956704354.641635,66.659,15.00,-104.110,543.043,226.046,-64.523,0.021,179.999
956704354.708316,66.681,15.00,-102.120,542.888,226.613,-63.480,0.021,179.999
956704354.774972,66.656,15.00,-100.415,542.272,227.094,-62.421,0.021,180.000
956704354.841646,66.674,15.00,-99.244,541.265,227.411,-61.378,0.021,180.000
956704354.908312,66.666,15.00,-98.735,539.845,227.451,-60.335,0.021,180.000
956704354.974977,66.665,15.00,-98.888,537.946,227.081,-59.275,0.021,180.000
956704355.041643,66.666,15.00,-99.748,535.469,226.158,-58.215,0.021,180.000
956704355.108313,66.670,15.00,-101.178,532.681,224.755,-57.265,0.021,180.000
956704355.174970,66.657,15.00,-103.641,528.824,222.401,-56.190,0.021,180.000
956704355.241644,66.674,15.00,-106.588,524.734,219.604,-55.194,0.021,180.000
956704355.308348,66.704,14.99,-109.669,520.805,216.694,-54.323,0.021,180.000
956704355.374977,66.629,15.01,-112.904,516.918,213.679,-53.532,0.021,180.000
956704355.441635,66.658,15.00,-116.222,513.099,210.665,-52.838,0.021,180.000
956704355.508353,66.718,14.99,-119.559,509.375,207.751,-52.232,0.021,180.000
956704355.574973,66.620,15.01,-123.035,505.587,204.908,-51.653,0.021,180.000
956704355.641635,66.662,15.00,-126.637,501.767,202.033,-51.005,0.021,180.000
956704355.708319,66.684,15.00,-129.914,498.409,198.807,-50.118,0.021,180.000
956704355.774986,66.667,15.00,-131.960,496.361,195.554,-49.060,0.021,180.000
956704355.841663,66.677,15.00,-132.185,496.129,193.009,-48.001,0.021,180.000
956704355.908316,66.653,15.00,-130.954,497.360,191.254,-46.942,0.021,180.000
956704355.975006,66.690,14.99,-128.772,499.540,190.130,-45.884,0.021,180.000
956704356.041640,66.634,15.01,-125.853,502.457,189.464,-44.827,0.021,180.000
956704356.108312,66.672,15.00,-122.129,506.182,189.134,-43.822,0.021,180.000
956704356.174980,66.668,15.00,-117.953,510.309,189.137,-42.999,0.021,180.000
956704356.241646,66.666,15.00,-113.667,514.025,189.388,-42.405,0.021,180.000
956704356.308313,66.667,15.00,-108.654,516.716,189.673,-42.184,0.021,180.000
956704356.375016,66.703,14.99,-103.379,517.789,189.767,-42.537,0.021,180.000
956704356.441639,66.623,15.01,-98.966,517.361,189.566,-43.433,0.021,179.999
956704356.508315,66.676,15.00,-97.078,516.061,189.128,-44.472,0.021,179.999
